sample,site,year,habitat,class,order,taxa,rel_ab_recalc
TUMM_2016-05-17_r,TUMM,2016,Riffle,Insecta,Coleoptera,Microcylloepus pusillus,0.00661599436387969
TUMM_2016-05-17_r,TUMM,2016,Riffle,Insecta,Diptera,Orthocladiinae,0.19661509581383024
TUMM_2016-05-17_r,TUMM,2016,Riffle,Insecta,Diptera,Probezzia,7.911395435126749e-4
TUMM_2016-05-17_r,TUMM,2016,Riffle,Insecta,Ephemeroptera,Pseudocloeon,7.911395435126749e-4
TUMM_2016-05-17_r,TUMM,2016,Riffle,Insecta,Diptera,Simulium,0.12599963692998004
TUMM_2016-05-17_r,TUMM,2016,Riffle,Arachnida,Trombidiformes,Sperchon,0.002516858138427198
TUMM_2016-05-17_r,TUMM,2016,Riffle,Insecta,Ephemeroptera,Tricorythodes,7.911395435126749e-4
TUMM_2016-05-17_r,TUMM,2016,Riffle,Xenacoelomorpha,Xenacoelomorpha,Xenacoelomorpha,0.01740506595727863
TUMM_2016-05-07_m,TUMM,2016,Multiple,Insecta,Odonata,Argia,9.345795514018754e-4
TUMM_2016-05-07_m,TUMM,2016,Multiple,Insecta,Hemiptera,Belostomatidae,0.0037383182056075015
TUMM_2016-05-07_m,TUMM,2016,Multiple,Insecta,Odonata,Brechmorhoga mendax,0.0018691591028037508
TUMM_2016-05-07_m,TUMM,2016,Multiple,Insecta,Odonata,Calopterygidae,0.047663552621495395
TUMM_2016-05-07_m,TUMM,2016,Multiple,Insecta,Odonata,Gomphidae,9.345795514018754e-4
TUMM_2016-05-07_m,TUMM,2016,Multiple,Insecta,Coleoptera,Gymnochthebius,0.0018691591028037508
TUMM_2016-05-07_m,TUMM,2016,Multiple,Insecta,Odonata,Hetaerina,0.009345795514018753
TUMM_2016-05-07_m,TUMM,2016,Multiple,Insecta,Coleoptera,Hydrophilidae,0.0018691591028037508
TUMM_2016-05-07_m,TUMM,2016,Multiple,Arachnida,Trombidiformes,Lebertia,9.345795514018754e-4
TUMM_2016-05-07_m,TUMM,2016,Multiple,Insecta,Trichoptera,Leptoceridae,9.345795514018754e-4
TUMM_2016-05-07_m,TUMM,2016,Multiple,Insecta,Hemiptera,Microvelia,0.0018691591028037508
TUMM_2016-05-07_m,TUMM,2016,Multiple,Insecta,Coleoptera,Ochthebius,9.345795514018754e-4
TUMM_2016-05-07_m,TUMM,2016,Multiple,Gastropoda,Basommatophora,Physa,9.345795514018754e-4
TUMM_2016-05-07_m,TUMM,2016,Multiple,Insecta,Coleoptera,Postelichus,9.345795514018754e-4
TUMM_2016-05-07_m,TUMM,2016,Multiple,Insecta,Hemiptera,Rhagovelia,0.22056076213084191
TUMM_2016-05-07_m,TUMM,2016,Multiple,Insecta,Diptera,Tanypodinae,0.06355140349532719
TUMM_2016-05-07_m,TUMM,2016,Multiple,Arachnida,Trombidiformes,Trombidiformes,0.0028037381542055984
TUMM_2016-05-07_m,TUMM,2016,Multiple,Insecta,Hemiptera,Veliidae,0.010280375565420656
TUMM_2017-05-15_r,TUMM,2017,Riffle,Insecta,Ephemeroptera,Acentrella,0.11127302660617269
TUMM_2017-05-15_r,TUMM,2017,Riffle,Insecta,Odonata,Brechmorhoga mendax,0.003231911401426702
TUMM_2017-05-15_r,TUMM,2017,Riffle,Insecta,Diptera,Chironominae,0.5014789347048925
TUMM_2017-05-15_r,TUMM,2017,Riffle,Insecta,Diptera,Dasyhelea,0.02764026715697185
TUMM_2017-05-15_r,TUMM,2017,Riffle,Insecta,Ephemeroptera,Fallceon,0.08344579745490316
TUMM_2017-05-15_r,TUMM,2017,Riffle,Insecta,Diptera,Hemerodromia,0.01026554618690084
TUMM_2017-05-15_r,TUMM,2017,Riffle,Insecta,Coleoptera,Hydrophilidae,0.012173448628709815
TUMM_2017-05-15_r,TUMM,2017,Riffle,Insecta,Trichoptera,Hydroptila,0.018176302445622777
TUMM_2017-05-15_r,TUMM,2017,Riffle,Insecta,Trichoptera,Hydroptilidae,0.003955377879360974
TUMM_2017-05-15_r,TUMM,2017,Riffle,Insecta,Coleoptera,Microcylloepus pusillus,0.0040168408774863525
TUMM_2017-05-15_r,TUMM,2017,Riffle,Insecta,Trichoptera,Nectopsyche,7.84929476059651e-4
TUMM_2017-05-15_r,TUMM,2017,Riffle,Insecta,Diptera,Orthocladiinae,0.09163570220511108
TUMM_2017-05-15_r,TUMM,2017,Riffle,Insecta,Diptera,Pericoma,0.004863232851671398
TUMM_2017-05-15_r,TUMM,2017,Riffle,Insecta,Diptera,Simulium,0.015343896532011153
TUMM_2017-05-15_r,TUMM,2017,Riffle,Arachnida,Trombidiformes,Torrenticola,7.84929476059651e-4
TUMM_2017-05-15_m,TUMM,2017,Multiple,Insecta,Odonata,Archilestes,8.156604751223555e-4
TUMM_2017-05-15_m,TUMM,2017,Multiple,Insecta,Odonata,Argia,0.0024469819253670508
TUMM_2017-05-15_m,TUMM,2017,Multiple,Insecta,Diptera,Atrichopogon/Forcipomyia,0.0016313214502446957
TUMM_2017-05-15_m,TUMM,2017,Multiple,Insecta,Ephemeroptera,Baetidae,0.0016313214502446957
TUMM_2017-05-15_m,TUMM,2017,Multiple,Insecta,Coleoptera,Berosus,0.0032626429004893914
TUMM_2017-05-15_m,TUMM,2017,Multiple,Insecta,Odonata,Calopterygidae,0.021207179353181026
TUMM_2017-05-15_m,TUMM,2017,Multiple,Insecta,Diptera,Ceratopogonidae,8.156604751223555e-4
TUMM_2017-05-15_m,TUMM,2017,Multiple,Insecta,Diptera,Chironomidae,0.012234909626835256
TUMM_2017-05-15_m,TUMM,2017,Multiple,Insecta,Diptera,Diptera,8.156604751223555e-4
TUMM_2017-05-15_m,TUMM,2017,Multiple,Insecta,Diptera,Empididae,8.156604751223555e-4
TUMM_2017-05-15_m,TUMM,2017,Multiple,Insecta,Odonata,Hetaerina,0.008972269726345771
TUMM_2017-05-15_m,TUMM,2017,Multiple,Insecta,Diptera,Limonia,8.156604751223555e-4
TUMM_2017-05-15_m,TUMM,2017,Multiple,Insecta,Hemiptera,Microvelia,0.0024469819253670508
TUMM_2017-05-15_m,TUMM,2017,Multiple,Gastropoda,Basommatophora,Physa,0.021207179353181026
TUMM_2017-05-15_m,TUMM,2017,Multiple,Insecta,Diptera,Probezzia,0.0032626429004893914
TUMM_2017-05-15_m,TUMM,2017,Multiple,Insecta,Odonata,Progomphus borealis,0.0016313214502446957
TUMM_2017-05-15_m,TUMM,2017,Multiple,Insecta,Hemiptera,Rhagovelia,0.010603589676590513
TUMM_2017-05-15_m,TUMM,2017,Multiple,Insecta,Diptera,Tanypodinae,0.013050569601957626
TUMM_2017-05-15_m,TUMM,2017,Multiple,Insecta,Diptera,Tipulidae,0.0024469819253670508
TUMM_2017-05-15_m,TUMM,2017,Multiple,Arachnida,Trombidiformes,Trombidiformes,8.156604751223555e-4
TUMM_2018-05-14_r,TUMM,2018,Riffle,Insecta,Ephemeroptera,Acentrella,0.06149152800152534
TUMM_2018-05-14_r,TUMM,2018,Riffle,Insecta,Diptera,Chironomidae,0.0036410268816666263
TUMM_2018-05-14_r,TUMM,2018,Riffle,Insecta,Diptera,Chironominae,0.4210767363150061
TUMM_2018-05-14_r,TUMM,2018,Riffle,Insecta,Hemiptera,Corixidae,6.657789783621832e-4
TUMM_2018-05-14_r,TUMM,2018,Riffle,Insecta,Diptera,Dasyhelea,0.0031520713975576797
TUMM_2018-05-14_r,TUMM,2018,Riffle,Insecta,Ephemeroptera,Fallceon,0.3491541886524888
TUMM_2018-05-14_r,TUMM,2018,Riffle,Insecta,Diptera,Hemerodromia,0.008478304224455113
TUMM_2018-05-14_r,TUMM,2018,Riffle,Insecta,Odonata,Hetaerina,0.008171553734424504
TUMM_2018-05-14_r,TUMM,2018,Riffle,Insecta,Trichoptera,Hydroptila,0.023219234245374885
TUMM_2018-05-14_r,TUMM,2018,Riffle,Insecta,Trichoptera,Hydroptilidae,0.0013315579567243663
TUMM_2018-05-14_r,TUMM,2018,Riffle,Clitellata,Clitellata,Oligochaeta,0.002663115413448749
TUMM_2018-05-14_r,TUMM,2018,Riffle,Insecta,Diptera,Orthocladiinae,0.04097692366824998
TUMM_2018-05-14_r,TUMM,2018,Riffle,Insecta,Diptera,Simulium,0.021221894310288432
TUMM_2018-05-14_r,TUMM,2018,Riffle,Insecta,Diptera,Tanypodinae,0.006439448790717914
TUMM_2018-05-14_r,TUMM,2018,Riffle,Xenacoelomorpha,Xenacoelomorpha,Xenacoelomorpha,0.007323569761983982
TUMM_2018-05-14_m,TUMM,2018,Multiple,Insecta,Ephemeroptera,Baetidae,0.013856814549653526
TUMM_2018-05-14_m,TUMM,2018,Multiple,Insecta,Ephemeroptera,Callibaetis,5.773669812355731e-4
TUMM_2018-05-14_m,TUMM,2018,Multiple,Insecta,Diptera,Ceratopogonidae,5.773669812355731e-4
TUMM_2018-05-14_m,TUMM,2018,Multiple,Insecta,Coleoptera,Hydrophilidae,0.0011547344624711301
TUMM_2018-05-14_m,TUMM,2018,Multiple,Insecta,Trichoptera,Nectopsyche,0.005773669812355731
TUMM_2018-05-14_m,TUMM,2018,Multiple,Insecta,Diptera,Nemotelus,5.773669812355731e-4
TUMM_2018-05-14_m,TUMM,2018,Multiple,Gastropoda,Basommatophora,Physa,0.012124709605946938
TUMM_2018-05-14_m,TUMM,2018,Multiple,Insecta,Odonata,Progomphus borealis,5.773669812355731e-4
TUMM_2018-05-14_m,TUMM,2018,Multiple,Insecta,Hemiptera,Rhagovelia,0.0046189373498845354
TUMM_2018-05-14_m,TUMM,2018,Multiple,Insecta,Ephemeroptera,Tricorythodes,5.773669812355731e-4
TUMM_2018-05-14_m,TUMM,2018,Multiple,Insecta,Coleoptera,Uvarus,5.773669812355731e-4
TUMM_2019-05-13_r,TUMM,2019,Riffle,Insecta,Ephemeroptera,Acentrella,0.01955581292044998
TUMM_2019-05-13_r,TUMM,2019,Riffle,Insecta,Diptera,Chironominae,0.49218941058207233
TUMM_2019-05-13_r,TUMM,2019,Riffle,Insecta,Coleoptera,Elmidae,0.0024154590519323694
TUMM_2019-05-13_r,TUMM,2019,Riffle,Insecta,Ephemeroptera,Fallceon,0.23170775498171675
TUMM_2019-05-13_r,TUMM,2019,Riffle,Insecta,Diptera,Hemerodromia,0.003828884582321018
TUMM_2019-05-13_r,TUMM,2019,Riffle,Insecta,Trichoptera,Hydroptila,0.017157990368896793
TUMM_2019-05-13_r,TUMM,2019,Riffle,Insecta,Diptera,Muscidae,8.051530173107898e-4
TUMM_2019-05-13_r,TUMM,2019,Riffle,Clitellata,Clitellata,Oligochaeta,8.051530173107898e-4
TUMM_2019-05-13_r,TUMM,2019,Riffle,Insecta,Diptera,Orthocladiinae,0.005439190616942598
TUMM_2019-05-13_r,TUMM,2019,Riffle,Insecta,Diptera,Pericoma,8.051530173107898e-4
TUMM_2019-05-13_r,TUMM,2019,Riffle,Insecta,Diptera,Simulium,0.19430340417752318
TUMM_2019-05-13_r,TUMM,2019,Riffle,Insecta,Diptera,Tanypodinae,0.016799485361188936
TUMM_2019-05-13_r,TUMM,2019,Riffle,Insecta,Diptera,Tipulidae,0.0026299705565443667
TUMM_2019-05-13_m,TUMM,2019,Multiple,Insecta,Odonata,Calopterygidae,0.0036496350784671542
TUMM_2019-05-13_m,TUMM,2019,Multiple,Insecta,Odonata,Coenagrionidae,6.08272513077859e-4
TUMM_2019-05-13_m,TUMM,2019,Multiple,Insecta,Diptera,Ephydridae,6.08272513077859e-4
TUMM_2019-05-13_m,TUMM,2019,Multiple,Insecta,Odonata,Hetaerina,0.0018248175392335771
TUMM_2019-05-13_m,TUMM,2019,Multiple,Insecta,Trichoptera,Nectopsyche,6.08272513077859e-4
TUMM_2019-05-13_m,TUMM,2019,Multiple,Gastropoda,Basommatophora,Physa,0.0036496350784671542
TUMM_2019-05-13_m,TUMM,2019,Multiple,Insecta,Odonata,Progomphus borealis,6.08272513077859e-4
TUMM_2020-05-20_r,TUMM,2020,Riffle,Insecta,Ephemeroptera,Acentrella,0.003743315423262034
TUMM_2020-05-20_r,TUMM,2020,Riffle,Insecta,Diptera,Atrichopogon/Forcipomyia,0.0013779299717524356
TUMM_2020-05-20_r,TUMM,2020,Riffle,Insecta,Odonata,Calopterygidae,0.13620313470783574
TUMM_2020-05-20_r,TUMM,2020,Riffle,Insecta,Diptera,Ceratopogonidae,0.0010695184780748711
TUMM_2020-05-20_r,TUMM,2020,Riffle,Insecta,Diptera,Chironomidae,0.008720276321234337
TUMM_2020-05-20_r,TUMM,2020,Riffle,Insecta,Diptera,Chironominae,0.4943159898665223
TUMM_2020-05-20_r,TUMM,2020,Riffle,Insecta,Diptera,Dolichopodidae,5.347594890374304e-4
TUMM_2020-05-20_r,TUMM,2020,Riffle,Insecta,Diptera,Empididae,0.0032906184325423226
TUMM_2020-05-20_r,TUMM,2020,Riffle,Insecta,Ephemeroptera,Fallceon,0.15666828678830014
TUMM_2020-05-20_r,TUMM,2020,Riffle,Insecta,Diptera,Hemerodromia,0.004278074912299465
TUMM_2020-05-20_r,TUMM,2020,Riffle,Insecta,Coleoptera,Hydrophilidae,5.347594890374304e-4
TUMM_2020-05-20_r,TUMM,2020,Riffle,Insecta,Trichoptera,Hydroptila,0.009871854297626988
TUMM_2020-05-20_r,TUMM,2020,Riffle,Insecta,Trichoptera,Hydroptilidae,0.002447448449827307
TUMM_2020-05-20_r,TUMM,2020,Riffle,Arachnida,Trombidiformes,Hygrobatidae,5.347594890374304e-4
TUMM_2020-05-20_r,TUMM,2020,Riffle,Clitellata,Clitellata,Oligochaeta,0.002447448449827307
TUMM_2020-05-20_r,TUMM,2020,Riffle,Insecta,Diptera,Orthocladiinae,0.014087709211201963
TUMM_2020-05-20_r,TUMM,2020,Riffle,Insecta,Diptera,Simulium,0.006663297863402394
TUMM_2020-05-20_r,TUMM,2020,Riffle,Arachnida,Trombidiformes,Sperchon,0.0010695184780748711
TUMM_2020-05-20_r,TUMM,2020,Riffle,Insecta,Diptera,Tanypodinae,0.003064270437182456
TUMM_2020-05-20_r,TUMM,2020,Riffle,Insecta,Trichoptera,Trichoptera,0.0010695184780748711
TUMM_2020-05-20_r,TUMM,2020,Riffle,Insecta,Ephemeroptera,Tricorythodes,0.003825377921579753
TUMM_2020-05-20_m,TUMM,2020,Multiple,Insecta,Ephemeroptera,Callibaetis,0.0025295109481450256
TUMM_2020-05-20_m,TUMM,2020,Multiple,Insecta,Odonata,Coenagrionidae,8.431704827150052e-4
TUMM_2020-05-20_m,TUMM,2020,Multiple,Insecta,Hemiptera,Corixidae,8.431704827150052e-4
TUMM_2020-05-20_m,TUMM,2020,Multiple,Insecta,Diptera,Dasyhelea,0.0016863404654300206
TUMM_2020-05-20_m,TUMM,2020,Multiple,Insecta,Diptera,Diptera,8.431704827150052e-4
TUMM_2020-05-20_m,TUMM,2020,Multiple,Insecta,Hemiptera,Gerridae,0.0016863404654300206
TUMM_2020-05-20_m,TUMM,2020,Multiple,Insecta,Odonata,Hetaerina,0.023608769516020228
TUMM_2020-05-20_m,TUMM,2020,Multiple,Insecta,Hemiptera,Microvelia,0.026138279464165273
TUMM_2020-05-20_m,TUMM,2020,Multiple,Insecta,Trichoptera,Nectopsyche,0.0025295109481450256
TUMM_2020-05-20_m,TUMM,2020,Multiple,Gastropoda,Basommatophora,Physa,0.0556492488591904
TUMM_2020-05-20_m,TUMM,2020,Multiple,Insecta,Hemiptera,Rhagovelia,0.025295109481450258
TUMM_2020-05-20_m,TUMM,2020,Multiple,Arachnida,Trombidiformes,Trombidiformes,8.431704827150052e-4
TUMM_2020-05-20_m,TUMM,2020,Multiple,Insecta,Coleoptera,Tropisternus,8.431704827150052e-4
TUMM_2020-05-20_m,TUMM,2020,Multiple,Xenacoelomorpha,Xenacoelomorpha,Xenacoelomorpha,8.431704827150052e-4
TUMM_2021-05-13_r,TUMM,2021,Riffle,Insecta,Ephemeroptera,Acentrella,0.0033557046191275137
TUMM_2021-05-13_r,TUMM,2021,Riffle,Insecta,Odonata,Brechmorhoga mendax,0.00251677858934564
TUMM_2021-05-13_r,TUMM,2021,Riffle,Insecta,Diptera,Ceratopogonidae,8.38926029781874e-4
TUMM_2021-05-13_r,TUMM,2021,Riffle,Insecta,Diptera,Chironomidae,0.005872485208473225
TUMM_2021-05-13_r,TUMM,2021,Riffle,Insecta,Diptera,Chironominae,0.2099015974515067
TUMM_2021-05-13_r,TUMM,2021,Riffle,Insecta,Diptera,Dasyhelea,0.00841193379862365
TUMM_2021-05-13_r,TUMM,2021,Riffle,Insecta,Ephemeroptera,Fallceon,0.01685788059845476
TUMM_2021-05-13_r,TUMM,2021,Riffle,Insecta,Trichoptera,Hydroptila,0.032780476163706905
TUMM_2021-05-13_r,TUMM,2021,Riffle,Clitellata,Clitellata,Oligochaeta,0.00251677858934564
TUMM_2021-05-13_r,TUMM,2021,Riffle,Insecta,Diptera,Orthocladiinae,0.2744025397412902
TUMM_2021-05-13_r,TUMM,2021,Riffle,Insecta,Diptera,Pericoma,8.38926029781874e-4
TUMM_2021-05-13_r,TUMM,2021,Riffle,Insecta,Odonata,Progomphus borealis,8.38926029781874e-4
TUMM_2021-05-13_r,TUMM,2021,Riffle,Insecta,Diptera,Tanypodinae,0.004217304649714315
TUMM_2021-05-13_r,TUMM,2021,Riffle,Arachnida,Trombidiformes,Trombidiformes,0.0033727096197311915
TUMM_2021-05-13_m,TUMM,2021,Multiple,Insecta,Odonata,Argia,0.03462838122930753
TUMM_2021-05-13_m,TUMM,2021,Multiple,Insecta,Odonata,Calopterygidae,0.02533784089949335
TUMM_2021-05-13_m,TUMM,2021,Multiple,Insecta,Coleoptera,Curculionidae,8.445945299831057e-4
TUMM_2021-05-13_m,TUMM,2021,Multiple,Insecta,Diptera,Diptera,8.445945299831057e-4
TUMM_2021-05-13_m,TUMM,2021,Multiple,Insecta,Odonata,Erpetogomphus,8.445945299831057e-4
TUMM_2021-05-13_m,TUMM,2021,Multiple,Clitellata,Hirudinida,Erpobdellidae,0.0016891890599662115
TUMM_2021-05-13_m,TUMM,2021,Multiple,Insecta,Coleoptera,Helophorus,8.445945299831057e-4
TUMM_2021-05-13_m,TUMM,2021,Multiple,Insecta,Odonata,Hetaerina,0.0135135154797298
TUMM_2021-05-13_m,TUMM,2021,Multiple,Insecta,Hemiptera,Microvelia,0.003378378619932441
TUMM_2021-05-13_m,TUMM,2021,Multiple,Insecta,Trichoptera,Nectopsyche,0.008445945299831057
TUMM_2021-05-13_m,TUMM,2021,Multiple,Nematoda,Nematoda,Nematoda,0.0016891890599662115
TUMM_2021-05-13_m,TUMM,2021,Multiple,Insecta,Coleoptera,Peltodytes,8.445945299831057e-4
TUMM_2021-05-13_m,TUMM,2021,Multiple,Gastropoda,Basommatophora,Physa,0.3023648607339526
TUMM_2021-05-13_m,TUMM,2021,Multiple,Insecta,Diptera,Probezzia,8.445945299831057e-4
TUMM_2021-05-13_m,TUMM,2021,Multiple,Insecta,Hemiptera,Rhagovelia,0.035472976259290655
TUMM_2021-05-13_m,TUMM,2021,Multiple,Insecta,Diptera,Sciomyzidae,8.445945299831057e-4
TUMM_2021-05-13_m,TUMM,2021,Multiple,Insecta,Diptera,Simulium,8.445945299831057e-4
TUMM_2022-05-09_r,TUMM,2022,Riffle,Insecta,Diptera,Chironominae,0.1618821074098863
TUMM_2022-05-09_r,TUMM,2022,Riffle,Insecta,Diptera,Dasyhelea,0.007993008372111865
TUMM_2022-05-09_r,TUMM,2022,Riffle,Insecta,Diptera,Diptera,0.007993008372111865
TUMM_2022-05-09_r,TUMM,2022,Riffle,Insecta,Ephemeroptera,Fallceon,0.0509593691846501
TUMM_2022-05-09_r,TUMM,2022,Riffle,Insecta,Odonata,Hetaerina,0.05342361914522209
TUMM_2022-05-09_r,TUMM,2022,Riffle,Insecta,Trichoptera,Hydroptila,0.1275616679590133
TUMM_2022-05-09_r,TUMM,2022,Riffle,Insecta,Coleoptera,Laccophilus,0.003996503436055945
TUMM_2022-05-09_r,TUMM,2022,Riffle,Insecta,Odonata,Libellulidae,0.018318624706902004
TUMM_2022-05-09_r,TUMM,2022,Riffle,Insecta,Trichoptera,Micrasema,0.003164556949367089
TUMM_2022-05-09_r,TUMM,2022,Riffle,Insecta,Diptera,Orthocladiinae,0.10076032338783483
TUMM_2022-05-09_r,TUMM,2022,Riffle,Gastropoda,Basommatophora,Physa,0.303007625151878
TUMM_2022-05-09_r,TUMM,2022,Riffle,Insecta,Odonata,Progomphus borealis,0.01598601674422373
TUMM_2022-05-09_r,TUMM,2022,Riffle,Insecta,Hemiptera,Rhagovelia,0.07138420585785271
TUMM_2022-05-09_r,TUMM,2022,Riffle,Insecta,Diptera,Simulium,0.0166547312335243
TUMM_2022-05-09_r,TUMM,2022,Riffle,Insecta,Trichoptera,Smicridea,0.003164556949367089
TUMM_2022-05-09_r,TUMM,2022,Riffle,Insecta,Coleoptera,Tropisternus,0.007993008372111865
TUMM_2022-05-09_m,TUMM,2022,Multiple,Insecta,Odonata,Argia,0.0016638934733777045
TUMM_2022-05-09_m,TUMM,2022,Multiple,Insecta,Odonata,Brechmorhoga mendax,8.319464866888563e-4
TUMM_2022-05-09_m,TUMM,2022,Multiple,Insecta,Trichoptera,Chimarra,8.319464866888563e-4
TUMM_2022-05-09_m,TUMM,2022,Multiple,Clitellata,Clitellata,Clitellata,0.0016638934733777045
TUMM_2022-05-09_m,TUMM,2022,Multiple,Insecta,Hemiptera,Gerridae,8.319464866888563e-4
TUMM_2022-05-09_m,TUMM,2022,Multiple,Insecta,Coleoptera,Hydrophilidae,8.319464866888563e-4
TUMM_2022-05-09_m,TUMM,2022,Multiple,Insecta,Trichoptera,Hydroptilidae,8.319464866888563e-4
TUMM_2022-05-09_m,TUMM,2022,Multiple,Insecta,Hemiptera,Microvelia,0.029118134534109847
TUMM_2022-05-09_m,TUMM,2022,Multiple,Insecta,Trichoptera,Nectopsyche,0.007487519880199682
TUMM_2022-05-09_m,TUMM,2022,Multiple,Insecta,Coleoptera,Thermonectus nigrofasciatus,8.319464866888563e-4
TUMM_2022-05-09_m,TUMM,2022,Multiple,Arachnida,Trombidiformes,Trombidiformes,8.319464866888563e-4
TUZI_2012-05-23_r,TUZI,2012,Riffle,Insecta,Hemiptera,Ambrysus,0.014500068623250584
TUZI_2012-05-23_r,TUZI,2012,Riffle,Insecta,Ephemeroptera,Baetidae,0.05859305699804099
TUZI_2012-05-23_r,TUZI,2012,Riffle,Insecta,Ephemeroptera,Baetis,0.004895105041608393
TUZI_2012-05-23_r,TUZI,2012,Riffle,Insecta,Diptera,Ceratopogonidae,0.009493819080697463
TUZI_2012-05-23_r,TUZI,2012,Riffle,Insecta,Trichoptera,Chimarra,0.020904923677691853
TUZI_2012-05-23_r,TUZI,2012,Riffle,Insecta,Diptera,Chironominae,0.05224841044411149
TUZI_2012-05-23_r,TUZI,2012,Riffle,Bivalvia,Veneroida,Corbicula fluminea,0.006696616556921241
TUZI_2012-05-23_r,TUZI,2012,Riffle,Insecta,Megaloptera,Corydalus cornutus,6.993005059440543e-4
TUZI_2012-05-23_r,TUZI,2012,Riffle,Insecta,Diptera,Diptera,6.993005059440543e-4
TUZI_2012-05-23_r,TUZI,2012,Riffle,Insecta,Coleoptera,Elmidae,0.026425231724614473
TUZI_2012-05-23_r,TUZI,2012,Riffle,Insecta,Ephemeroptera,Fallceon,0.03293197027992175
TUZI_2012-05-23_r,TUZI,2012,Riffle,Malacostraca,Amphipoda,Gammarus,0.0020608530175172507
TUZI_2012-05-23_r,TUZI,2012,Riffle,Insecta,Trichoptera,Helicopsyche,0.04997915542482282
TUZI_2012-05-23_r,TUZI,2012,Riffle,Insecta,Odonata,Hetaerina,0.005335062045348027
TUZI_2012-05-23_r,TUZI,2012,Riffle,Insecta,Coleoptera,Heterelmis,0.001361552011573192
TUZI_2012-05-23_r,TUZI,2012,Riffle,Insecta,Trichoptera,Hydropsyche,0.001361552011573192
TUZI_2012-05-23_r,TUZI,2012,Riffle,Insecta,Trichoptera,Hydropsychidae,0.05406381545954243
TUZI_2012-05-23_r,TUZI,2012,Riffle,Insecta,Trichoptera,Hydroptilidae,0.03562266030279262
TUZI_2012-05-23_r,TUZI,2012,Riffle,Insecta,Ephemeroptera,Isonychia,6.993005059440543e-4
TUZI_2012-05-23_r,TUZI,2012,Riffle,Insecta,Ephemeroptera,Leptohyphidae,0.03566433530314685
TUZI_2012-05-23_r,TUZI,2012,Riffle,Insecta,Odonata,Libellulidae,0.001361552011573192
TUZI_2012-05-23_r,TUZI,2012,Riffle,Insecta,Coleoptera,Microcylloepus pusillus,0.05600889547607561
TUZI_2012-05-23_r,TUZI,2012,Riffle,Insecta,Trichoptera,Nectopsyche,0.014129579120101425
TUZI_2012-05-23_r,TUZI,2012,Riffle,Nematoda,Nematoda,Nematoda,0.004158755035349418
TUZI_2012-05-23_r,TUZI,2012,Riffle,Insecta,Trichoptera,Oecetis,0.004195804035664334
TUZI_2012-05-23_r,TUZI,2012,Riffle,Insecta,Diptera,Orthocladiinae,0.11941370101501646
TUZI_2012-05-23_r,TUZI,2012,Riffle,Insecta,Coleoptera,Peltodytes,0.0020608530175172507
TUZI_2012-05-23_r,TUZI,2012,Riffle,Bivalvia,Veneroida,Pisidium,0.007692310065384636
TUZI_2012-05-23_r,TUZI,2012,Riffle,Insecta,Diptera,Probezzia,0.049742971922815266
TUZI_2012-05-23_r,TUZI,2012,Riffle,Insecta,Trichoptera,Smicridea,0.011665820099159473
TUZI_2012-05-23_r,TUZI,2012,Riffle,Arachnida,Trombidiformes,Sperchonidae,0.03286713527937065
TUZI_2012-05-23_r,TUZI,2012,Riffle,Insecta,Diptera,Tanypodinae,0.02391979020331822
TUZI_2012-05-23_r,TUZI,2012,Riffle,Insecta,Trichoptera,Trichoptera,0.014685315124825179
TUZI_2012-05-23_r,TUZI,2012,Riffle,Insecta,Ephemeroptera,Tricorythodes,0.11718611099608195
TUZI_2012-05-23_r,TUZI,2012,Riffle,Arachnida,Trombidiformes,Trombidiformes,0.014717733125100732
TUZI_2012-05-23_r,TUZI,2012,Riffle,Xenacoelomorpha,Xenacoelomorpha,Xenacoelomorpha,0.001361552011573192
TUZI_2012-05-23_m,TUZI,2012,Multiple,Malacostraca,Amphipoda,Amphipoda,0.0033112585281456974
TUZI_2012-05-23_m,TUZI,2012,Multiple,Insecta,Odonata,Argia,0.00132450351125828
TUZI_2012-05-23_m,TUZI,2012,Multiple,Insecta,Coleoptera,Berosus,6.622515056291378e-4
TUZI_2012-05-23_m,TUZI,2012,Multiple,Insecta,Ephemeroptera,Caenis,0.0026490065225165554
TUZI_2012-05-23_m,TUZI,2012,Multiple,Insecta,Trichoptera,Cheumatopsyche,6.622515056291378e-4
TUZI_2012-05-23_m,TUZI,2012,Multiple,Insecta,Diptera,Chironomidae,0.0026490065225165554
TUZI_2012-05-23_m,TUZI,2012,Multiple,Insecta,Odonata,Coenagrionidae,0.021854305185761595
TUZI_2012-05-23_m,TUZI,2012,Multiple,Insecta,Hemiptera,Corixidae,6.622515056291378e-4
TUZI_2012-05-23_m,TUZI,2012,Multiple,Insecta,Diptera,Dasyhelea,0.01986755016887418
TUZI_2012-05-23_m,TUZI,2012,Multiple,Insecta,Diptera,Empididae,6.622515056291378e-4
TUZI_2012-05-23_m,TUZI,2012,Multiple,Insecta,Odonata,Enallagma,6.622515056291378e-4
TUZI_2012-05-23_m,TUZI,2012,Multiple,Insecta,Ephemeroptera,Ephemeroptera,0.00993377508443709
TUZI_2012-05-23_m,TUZI,2012,Multiple,Insecta,Coleoptera,Hydrophilidae,0.00132450351125828
TUZI_2012-05-23_m,TUZI,2012,Multiple,Insecta,Trichoptera,Leptoceridae,0.019205300163245054
